0xf	0xc	0
0xf	0xc	1
0x4	0x0	1
0x4	0x2	0
0x3f	0x3d	0
0x1f	0x14	0
0x1f	0x19	2
0x1f	0x1b	1
0x7	0x5	0
0x14	0x12	0
0x19	0x15	1
0x19	0x18	0
0x21	0x14	0
0x21	0x19	1
0x36	0x32	1
0x36	0x34	0
0x37	0x30	1
0x37	0x36	0
0x39	0x37	1
0x39	0x177V0x10	0
0x4e	0x4c	0
0x51	0x4e	1
0x51	0x153	0
0x55	0x4e	1
0x55	0x51	2
0x55	0x53	0
0x57	0x55	0
0x59	0x57	0
0x6f	0x6b	1
0x6f	0x6d	0
0x70	0x69	1
0x70	0x6f	0
0x72	0x55	0
0x72	0x70	1
0x78	0x76	0
0x8a	0x88	0
0x8d	0x8a	1
0x8d	0x160	0
0x91	0x8a	1
0x91	0x8d	2
0x91	0x8f	0
0x93	0x91	0
0x95	0x93	0
0xa8	0xa5	0
0xab	0xa9	0
0xae	0xac	0
0xb6	0xaf	1
0xb6	0xb4	0
0xbf	0xbb	1
0xbf	0xbd	0
0xc0	0xb9	1
0xc0	0xbf	0
0xc3	0xa8	1
0xc3	0xc0	0
0xc7	0xae	0
0xc7	0xc4	1
0xcb	0xab	1
0xcb	0xc0	0
0xcf	0xae	0
0xcf	0xcc	1
0xd4	0xae	0
0xd4	0xd1	1
0xde	0xae	0
0xde	0xdb	1
0xe7	0xae	0
0xe7	0xe4	1
0xec	0xae	0
0xec	0xe9	1
0xf2	0xae	0
0xf2	0xef	1
0xf9	0x91	0
0xf9	0xc0	1
0x103	0xae	1
0x103	0x101	0
0x108	0x106	0
0x10b	0x103	0
0x10b	0x108	1
0x111	0xf9	0
0x112	0x111	0
0x114	0x112	0
0x120	0xf9	1
0x120	0x104	6
0x120	0x108	3
0x120	0x108	5
0x120	0x10b	4
0x120	0x10d	2
0x120	0x11f	0
0x121	0x120	0
0x123	0x121	0
0x13c	0x138	1
0x13c	0x13a	0
0x13d	0x136	1
0x13d	0x13c	0
0x13e	0x91	1
0x13e	0x13d	0
0x153	0x3f	1
0x153	0x14a	0
0x160	0x78	1
0x160	0x157	0
0x196	0x194	0
0x199	0x197	0
0x19c	0x19a	0
0x1ac	0x1a6	1
0x1ac	0x1aa	0
0x1b1	0x1a6	1
0x1b1	0x1ae	0
0x1b9	0x1b3	1
0x1b9	0x1b7	0
0x1be	0x1b3	1
0x1be	0x1bb	0
0x1c6	0x1c0	1
0x1c6	0x1c4	0
0x1cb	0x1c0	1
0x1cb	0x1c8	0
0x16aS0x10	0x14	1
0x16aS0x10	0x21	0
0x16bS0x10	0x166V0x10	1
0x16bS0x10	0x16aV0x10	0
0x16cS0x10	0x16bV0x10	0
0x177S0x10	0x14	0
0x17eS0x10	0x17aV0x10	1
0x17eS0x10	0x17cV0x10	0
0x17fS0x10	0x178V0x10	1
0x17fS0x10	0x17eV0x10	0
0x181S0x10	0x177V0x10	0
0x181S0x10	0x17fV0x10	1
0x183S0x10	0x177V0x10	0
0x183S0x10	0x181V0x10	1
0x2e	0x2b	0
0x4a	0x47	0
0x86	0x83	0
0x148	0x143	0
0x155	0x43	0
0x162	0x7f	0
0xb	0x8	0
0xb	0x7	1
0x5d	0x59	1
0x5d	0x5a	0
0x99	0x95	1
0x99	0x96	0
0x118	0x114	1
0x118	0x115	0
0x127	0x123	1
0x127	0x124	0
0x1d2	0x1cd	1
0x1d2	0x1d0	0
0x66	0x63	1
0x66	0x64	0
0xa2	0x9f	1
0xa2	0xa0	0
0x11c	0x119	0
0x11c	0x119	1
0x130	0x12d	1
0x130	0x12e	0
0x152	0x3f	0
0x152	0x14a	2
0x152	0x14e	1
0x15f	0x78	0
0x15f	0x157	2
0x15f	0x15b	1
0x1a5	0x19d	2
0x1a5	0x1a0	1
0x1a5	0x1a3	0
0x26	0x21	1
0x26	0x22	0
0x3c	0x39	1
0x3c	0x3a	0
0x75	0x72	1
0x75	0x73	0
0xb8	0xae	0
0xb8	0xb6	1
0xc8	0xc3	1
0xc8	0xc7	0
0xd0	0xcb	1
0xd0	0xcf	0
0xd8	0xa5	1
0xd8	0xd4	0
0xe1	0xd9	1
0xe1	0xde	0
0xe8	0xe2	1
0xe8	0xe7	0
0xed	0xd9	1
0xed	0xec	0
0xf3	0xee	1
0xf3	0xf2	0
0x141	0x13e	1
0x141	0x13f	0
0x1ad	0x19c	1
0x1ad	0x1ac	0
0x1b2	0x19c	1
0x1b2	0x1b1	0
0x1ba	0x199	1
0x1ba	0x1b9	0
0x1bf	0x199	1
0x1bf	0x1be	0
0x1c7	0x196	1
0x1c7	0x1c6	0
0x1cc	0x196	1
0x1cc	0x1cb	0
0x62	0x5e	2
0x62	0x5f	0
0x62	0x5f	1
0x9e	0x9a	2
0x9e	0x9b	0
0x9e	0x9b	1
0x12c	0x128	2
0x12c	0x129	0
0x12c	0x129	1
0x174S0x10	0x171V0x10	0
0x174S0x10	0x171V0x10	1
0x18bS0x10	0x188V0x10	0
0x18bS0x10	0x188V0x10	1
0x170S0x10	0x16cV0x10	1
0x170S0x10	0x16dV0x10	0
0x187S0x10	0x183V0x10	1
0x187S0x10	0x184V0x10	0
0x192S0x10	0x27	0
