0x0	CONST
0x40	CONST
0xf	REVERT
0x4	MSTORE
0x8	CONST
0x3f	MLOAD
0x1f	CODECOPY
0x2	CONST
0x5	CALLVALUE
0x7	ISZERO
0xc	CONST
0x12	CONST
0x14	MLOAD
0x15	CONST
0x18	CODESIZE
0x19	SUB
0x1b	CONST
0x21	ADD
0x22	CONST
0x27	CONST
0x2b	CONST
0x30	CONST
0x32	CONST
0x34	CONST
0x36	SHL
0x37	SUB
0x39	AND
0x3a	CONST
0x3d	CONST
0x43	CONST
0x47	CONST
0x4c	CONST
0x4e	MLOAD
0x51	SUB
0x53	CONST
0x55	CREATE
0x57	ISZERO
0x59	ISZERO
0x5a	CONST
0x5e	RETURNDATASIZE
0x5f	CONST
0x63	RETURNDATASIZE
0x64	CONST
0x69	CONST
0x6b	CONST
0x6d	CONST
0x6f	SHL
0x70	SUB
0x72	AND
0x73	CONST
0x76	CONST
0x78	MLOAD
0x7c	CONST
0x7f	CONST
0x83	CONST
0x88	CONST
0x8a	MLOAD
0x8d	SUB
0x8f	CONST
0x91	CREATE
0x93	ISZERO
0x95	ISZERO
0x96	CONST
0x9a	RETURNDATASIZE
0x9b	CONST
0x9f	RETURNDATASIZE
0xa0	CONST
0xa5	CONST
0xa8	MLOAD
0xa9	CONST
0xab	MLOAD
0xac	CONST
0xae	MLOAD
0xaf	CONST
0xb4	CONST
0xb6	SHL
0xb9	CONST
0xbb	CONST
0xbd	CONST
0xbf	SHL
0xc0	SUB
0xc3	AND
0xc4	CONST
0xc7	ADD
0xcb	AND
0xcc	CONST
0xcf	ADD
0xd1	CONST
0xd4	ADD
0xd9	CONST
0xdb	CONST
0xde	ADD
0xe2	CONST
0xe4	CONST
0xe7	ADD
0xe9	CONST
0xec	ADD
0xee	ADDRESS
0xef	CONST
0xf2	ADD
0xf9	AND
0xfb	CONST
0x101	CONST
0x103	ADD
0x104	CONST
0x106	CONST
0x108	MLOAD
0x10b	SUB
0x10d	CONST
0x111	EXTCODESIZE
0x112	ISZERO
0x114	ISZERO
0x115	CONST
0x119	CONST
0x11f	GAS
0x120	CALL
0x121	ISZERO
0x123	ISZERO
0x124	CONST
0x128	RETURNDATASIZE
0x129	CONST
0x12d	RETURNDATASIZE
0x12e	CONST
0x136	CONST
0x138	CONST
0x13a	CONST
0x13c	SHL
0x13d	SUB
0x13e	AND
0x13f	CONST
0x143	CONST
0x14a	CONST
0x14e	CONST
0x153	ADD
0x157	CONST
0x15b	CONST
0x160	ADD
0x194	CONST
0x196	MLOAD
0x197	CONST
0x199	MLOAD
0x19a	CONST
0x19c	MLOAD
0x19d	CONST
0x1a0	CONST
0x1a3	CONST
0x1a6	CONST
0x1aa	CONST
0x1ac	ADD
0x1ae	CONST
0x1b1	ADD
0x1b3	CONST
0x1b7	CONST
0x1b9	ADD
0x1bb	CONST
0x1be	ADD
0x1c0	CONST
0x1c4	CONST
0x1c6	ADD
0x1c8	CONST
0x1cb	ADD
0x1cd	CONST
0x1d0	CONST
0x171S0x10	CONST
0x188S0x10	CONST
0x164S0x10	CONST
0x166S0x10	CONST
0x16aS0x10	SUB
0x16bS0x10	SLT
0x16cS0x10	ISZERO
0x16dS0x10	CONST
0x177S0x10	MLOAD
0x178S0x10	CONST
0x17aS0x10	CONST
0x17cS0x10	CONST
0x17eS0x10	SHL
0x17fS0x10	SUB
0x181S0x10	AND
0x183S0x10	EQ
0x184S0x10	CONST
0x2e	JUMP
0x4a	JUMP
0x86	JUMP
0x148	JUMP
0x155	JUMP
0x162	JUMP
0xb	JUMPI
0x5d	JUMPI
0x99	JUMPI
0x118	JUMPI
0x127	JUMPI
0x1d2	RETURN
0x66	REVERT
0xa2	REVERT
0x11c	REVERT
0x130	REVERT
0x152	CODECOPY
0x15f	CODECOPY
0x1a5	CODECOPY
0x26	MSTORE
0x3c	MSTORE
0x75	MSTORE
0xb8	MSTORE
0xc8	MSTORE
0xd0	MSTORE
0xd8	MSTORE
0xe1	MSTORE
0xe8	MSTORE
0xed	MSTORE
0xf3	MSTORE
0x141	MSTORE
0x1ad	MSTORE
0x1b2	MSTORE
0x1ba	MSTORE
0x1bf	MSTORE
0x1c7	MSTORE
0x1cc	MSTORE
0x62	RETURNDATACOPY
0x9e	RETURNDATACOPY
0x12c	RETURNDATACOPY
0x174S0x10	REVERT
0x18bS0x10	REVERT
0x170S0x10	JUMPI
0x187S0x10	JUMPI
0x192S0x10	JUMP
